,RegionID,RegionName,StateName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,average
40,394714,"Jacksonville, FL",FL,230990.0,245000.0,248490.0,247500.0,250000.0,253000.0,261000.0,257245.0,252555.0,250000.0,250000.0,257298.0,249943.0,254900.0,259990.0,258000.0,262900.0,265000.0,275000.0,272400.0,270247.0,273900.0,274706.0,275000.0,265000.0,272000.0,284000.0,300000.0,300000.0,301000.0,268121.87096774194
41,394849,"Memphis, TN",TN,160000.0,174000.0,175000.0,180000.0,190000.0,205000.0,203075.0,189450.0,186000.0,182000.0,185000.0,190000.0,178000.0,184500.0,195500.0,208000.0,205000.0,215000.0,215000.0,215750.0,221900.0,217700.0,215000.0,213000.0,197000.0,195000.0,220000.0,219900.0,235000.0,250995.0,206987.70967741936
42,394935,"Oklahoma City, OK",OK,176000.0,180000.0,183000.0,187744.0,185000.0,200000.0,186000.0,189000.0,189500.0,185000.0,189000.0,191000.0,181000.0,190000.0,195000.0,195000.0,197000.0,205500.0,205000.0,215000.0,206000.0,206000.0,210000.0,205000.0,199987.0,210000.0,212250.0,213500.0,219000.0,225000.0,204077.93548387097
43,394807,"Louisville-Jefferson County, KY",KY,179900.0,181900.0,179955.0,184000.0,196925.0,205000.0,208250.0,199900.0,192500.0,195000.0,188500.0,195000.0,184500.0,189950.0,195000.0,200000.0,200000.0,214000.0,225000.0,220000.0,215000.0,215000.0,215000.0,205000.0,208000.0,204900.0,213403.0,215700.0,227050.0,232375.0,209081.1290322581
44,394669,"Hartford, CT",CT,208000.0,200000.0,217000.0,225000.0,230000.0,240500.0,242000.0,235000.0,225000.0,224805.0,229500.0,224000.0,225000.0,215000.0,234000.0,242000.0,240000.0,244500.0,255000.0,260000.0,253000.0,257950.0,255000.0,255000.0,255000.0,245000.0,250000.0,265000.0,270000.0,280000.0,245062.06451612903
45,395022,"Richmond, VA",VA,235000.0,240000.0,252500.0,258000.0,262102.0,270000.0,267650.0,270000.0,260000.0,260000.0,263885.0,272500.0,251000.0,250000.0,268000.0,274925.0,279900.0,275000.0,284950.0,280875.0,285000.0,288000.0,285000.0,289000.0,273000.0,285422.0,290000.0,301250.0,300000.0,315000.0,276870.3548387097
46,394910,"New Orleans, LA",LA,190000.0,200000.0,200000.0,198000.0,210000.0,223000.0,219500.0,215000.0,213400.0,215000.0,220000.0,222050.0,217000.0,209950.0,213000.0,223000.0,222000.0,230000.0,230000.0,233000.0,225000.0,230000.0,235000.0,230000.0,225000.0,229000.0,238000.0,243495.0,243625.0,250000.0,227352.5806451613
47,394425,"Buffalo, NY",NY,147100.0,148000.0,149900.0,155000.0,161000.0,175000.0,175000.0,176550.0,170000.0,168000.0,160000.0,164900.0,160000.0,155000.0,161500.0,172050.0,180000.0,170000.0,187000.0,191065.0,190000.0,190000.0,185000.0,185000.0,180000.0,172500.0,175000.0,190000.0,204000.0,206000.0,180612.5806451613
48,395012,"Raleigh, NC",NC,282750.0,283000.0,287000.0,294900.0,293000.0,295000.0,296000.0,295000.0,295000.0,299000.0,305000.0,300000.0,299000.0,300950.0,308000.0,315000.0,309000.0,308000.0,314900.0,320000.0,315000.0,318000.0,318000.0,317500.0,313700.0,320000.0,332500.0,349000.0,355000.0,374000.0,313168.12903225806
49,394388,"Birmingham, AL",AL,189000.0,190000.0,200750.0,212298.0,217610.0,219900.0,210000.0,210000.0,200000.0,210000.0,210000.0,210250.0,197570.0,209950.0,229900.0,229450.0,225000.0,228889.0,225000.0,224900.0,236000.0,225123.0,229900.0,220250.0,219900.0,226986.0,235000.0,244900.0,255000.0,250000.0,225416.5806451613
